"shapeid","x","y","date","time of da","LOCATIONS","planning a","number of","X","Y","DateTime","time of _1","LOCATION_1"
"9090","103.739697403","1.336447722","2014-07-18","12:30:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","6","11548250.29","148786.1723","2014-07-18 12:30:00","NULL","NULL"
"9091","103.736409929","1.34015354868","2014-07-18","12:30:00","BEF YUHUA CC","JURONG EAST","1","11547884.33","149198.8156","2014-07-18 12:30:00","NULL","NULL"
"9092","103.738962402","1.33768575825","2014-07-18","12:30:00","BLK 105","JURONG EAST","1","11548168.47","148924.0274","2014-07-18 12:30:00","NULL","NULL"
"9093","103.736575039","1.33956049939","2014-07-18","12:30:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-18 12:30:00","NULL","NULL"
"9094","103.738540194","1.33450242777","2014-07-18","12:30:00","BLK 124","JURONG EAST","7","11548121.47","148569.5643","2014-07-18 12:30:00","NULL","NULL"
"9095","103.73886754","1.33458100275","2014-07-18","12:30:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-18 12:30:00","NULL","NULL"
"9096","103.74613006","1.34498713929","2014-07-18","12:30:00","BLK 190","BUKIT BATOK","1","11548966.37","149737.0362","2014-07-18 12:30:00","NULL","NULL"
"9097","103.742577762","1.33638853104","2014-07-18","12:30:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-18 12:30:00","NULL","NULL"
"9098","103.741730381","1.33850750696","2014-07-18","12:30:00","BLK 207","JURONG EAST","13","11548476.6","149015.529","2014-07-18 12:30:00","NULL","NULL"
"9099","103.74106958","1.33826347973","2014-07-18","12:30:00","BLK 209","JURONG EAST","5","11548403.04","148988.3566","2014-07-18 12:30:00","NULL","NULL"
"9100","103.738665778","1.33833605997","2014-07-18","12:30:00","BLK 210","JURONG EAST","7","11548135.45","148996.4384","2014-07-18 12:30:00","NULL","NULL"
"9101","103.738080077","1.3420197473","2014-07-18","12:30:00","BLK 229","JURONG EAST","3","11548070.25","149406.6168","2014-07-18 12:30:00","NULL","NULL"
"9102","103.740474087","1.34145830331","2014-07-18","12:30:00","BLK 246","JURONG EAST","7","11548336.75","149344.1","2014-07-18 12:30:00","NULL","NULL"
"9103","103.737386937","1.34272521892","2014-07-18","12:30:00","BLK 252","JURONG EAST","2","11547993.09","149485.1711","2014-07-18 12:30:00","NULL","NULL"
"9104","103.745983724","1.33932016064","2014-07-18","12:30:00","BLK 284","JURONG EAST","1","11548950.08","149106.0179","2014-07-18 12:30:00","NULL","NULL"
"9105","103.746011392","1.33905284743","2014-07-18","12:30:00","BLK 286A","JURONG EAST","4","11548953.16","149076.2526","2014-07-18 12:30:00","NULL","NULL"
"9106","103.743989913","1.34039218102","2014-07-18","12:30:00","BLK 288E","JURONG EAST","4","11548728.13","149225.3873","2014-07-18 12:30:00","NULL","NULL"
"9107","103.736328182","1.34441033543","2014-07-18","12:30:00","BLK 303","JURONG EAST","1","11547875.23","149672.809","2014-07-18 12:30:00","NULL","NULL"
"9108","103.747727444","1.33451178837","2014-07-18","12:30:00","IMM BLDG","JURONG EAST","5","11549144.19","148570.6066","2014-07-18 12:30:00","NULL","NULL"
"9109","103.742263261","1.33320902467","2014-07-18","12:30:00","JURONG EAST MRT","JURONG EAST","11","11548535.92","148425.5443","2014-07-18 12:30:00","NULL","NULL"
"9110","103.739142873","1.33250994189","2014-07-18","12:30:00","JURONG EAST LIB","JURONG EAST","2","11548188.56","148347.7017","2014-07-18 12:30:00","NULL","NULL"
"9111","103.741492327","1.33328641244","2014-07-18","12:30:00","JURONG EAST TEMP INT","JURONG EAST","41","11548450.1","148434.1614","2014-07-18 12:30:00","NULL","NULL"
"9112","103.742772337","1.32959816777","2014-07-18","12:30:00","JURONG TOWN HALL","JURONG EAST","3","11548592.59","148023.477","2014-07-18 12:30:00","NULL","NULL"
"9113","103.744203802","1.34046752635","2014-07-18","12:30:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-18 12:30:00","NULL","NULL"
"9114","103.736417654","1.32122939629","2014-07-18","12:30:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-18 12:30:00","NULL","NULL"
"9115","103.745560887","1.32503455858","2014-07-18","12:30:00","OPP GERMAN CTR","JURONG EAST","2","11548903.01","147515.322","2014-07-18 12:30:00","NULL","NULL"
"9116","103.748007269","1.33512009352","2014-07-18","12:30:00","OPP IMM BLDG","JURONG EAST","3","11549175.34","148638.3412","2014-07-18 12:30:00","NULL","NULL"
"9117","103.739581161","1.33184700096","2014-07-18","12:30:00","OPP JURONG EAST LIB","JURONG EAST","8","11548237.35","148273.8835","2014-07-18 12:30:00","NULL","NULL"
"9118","103.734587517","1.34399747198","2014-07-18","12:30:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-18 12:30:00","NULL","NULL"
"9119","103.735428609","1.3419259889","2014-07-18","12:30:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-18 12:30:00","NULL","NULL"
"9120","103.739082507","1.33616925803","2014-07-18","12:30:00","SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548181.84","148755.1654","2014-07-18 12:30:00","NULL","NULL"
"9121","103.743402684","1.32124374486","2014-07-18","12:30:00","TEBAN GDN PO","JURONG EAST","12","11548662.76","147093.218","2014-07-18 12:30:00","NULL","NULL"
"9122","103.748286825","1.32999610856","2014-07-18","12:30:00","THE SYNERGY","JURONG EAST","3","11549206.46","148067.7875","2014-07-18 12:30:00","NULL","NULL"
"9123","103.754928788","1.33716866539","2014-07-18","12:30:00","TOH GUAN CTR","CLEMENTI","1","11549945.84","148866.4492","2014-07-18 12:30:00","NULL","NULL"
"9124","103.751375592","1.32811788638","2014-07-18","12:45:00","AFT BOON LAY SUB STN","CLEMENTI","2","11549550.3","147858.6485","2014-07-18 12:45:00","NULL","NULL"
"9125","103.745672637","1.33234369433","2014-07-18","12:45:00","AFT JURONG EAST ST 11","JURONG EAST","1","11548915.45","148329.1901","2014-07-18 12:45:00","NULL","NULL"
"9126","103.752292682","1.33720546383","2014-07-18","12:45:00","ALLIANCE BLDG","CLEMENTI","1","11549652.39","148870.5467","2014-07-18 12:45:00","NULL","NULL"
"9127","103.739583767","1.32227303096","2014-07-18","12:45:00","BEF HASANAH MQUE","JURONG EAST","13","11548237.64","147207.8281","2014-07-18 12:45:00","NULL","NULL"
"9128","103.739697403","1.336447722","2014-07-18","12:45:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","7","11548250.29","148786.1723","2014-07-18 12:45:00","NULL","NULL"
"9129","103.74576193","1.33265667254","2014-07-18","12:45:00","BEF TOH GUAN RD","JURONG EAST","1","11548925.39","148364.0401","2014-07-18 12:45:00","NULL","NULL"
"9130","103.738540194","1.33450242777","2014-07-18","12:45:00","BLK 124","JURONG EAST","8","11548121.47","148569.5643","2014-07-18 12:45:00","NULL","NULL"
"9131","103.73886754","1.33458100275","2014-07-18","12:45:00","BLK 134","JURONG EAST","4","11548157.91","148578.3136","2014-07-18 12:45:00","NULL","NULL"
"9132","103.74613006","1.34498713929","2014-07-18","12:45:00","BLK 190","BUKIT BATOK","5","11548966.37","149737.0362","2014-07-18 12:45:00","NULL","NULL"
"9133","103.742577762","1.33638853104","2014-07-18","12:45:00","BLK 203","JURONG EAST","3","11548570.93","148779.5814","2014-07-18 12:45:00","NULL","NULL"
"9134","103.741730381","1.33850750696","2014-07-18","12:45:00","BLK 207","JURONG EAST","25","11548476.6","149015.529","2014-07-18 12:45:00","NULL","NULL"
"9135","103.74106958","1.33826347973","2014-07-18","12:45:00","BLK 209","JURONG EAST","2","11548403.04","148988.3566","2014-07-18 12:45:00","NULL","NULL"
"9136","103.738080077","1.3420197473","2014-07-18","12:45:00","BLK 229","JURONG EAST","5","11548070.25","149406.6168","2014-07-18 12:45:00","NULL","NULL"
"9137","103.741071287","1.34126651616","2014-07-18","12:45:00","BLK 239","JURONG EAST","4","11548403.23","149322.7445","2014-07-18 12:45:00","NULL","NULL"
"9138","103.743615945","1.34160223504","2014-07-18","12:45:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-18 12:45:00","NULL","NULL"
"9139","103.740474087","1.34145830331","2014-07-18","12:45:00","BLK 246","JURONG EAST","3","11548336.75","149344.1","2014-07-18 12:45:00","NULL","NULL"
"9140","103.737386937","1.34272521892","2014-07-18","12:45:00","BLK 252","JURONG EAST","2","11547993.09","149485.1711","2014-07-18 12:45:00","NULL","NULL"
"9141","103.745983724","1.33932016064","2014-07-18","12:45:00","BLK 284","JURONG EAST","4","11548950.08","149106.0179","2014-07-18 12:45:00","NULL","NULL"
"9142","103.746011392","1.33905284743","2014-07-18","12:45:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-18 12:45:00","NULL","NULL"
"9143","103.743989913","1.34039218102","2014-07-18","12:45:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-18 12:45:00","NULL","NULL"
"9144","103.741738286","1.32180773232","2014-07-18","12:45:00","BLK 41","JURONG EAST","1","11548477.48","147156.0175","2014-07-18 12:45:00","NULL","NULL"
"9145","103.745929645","1.32526198171","2014-07-18","12:45:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-18 12:45:00","NULL","NULL"
"9146","103.747727444","1.33451178837","2014-07-18","12:45:00","IMM BLDG","JURONG EAST","4","11549144.19","148570.6066","2014-07-18 12:45:00","NULL","NULL"
"9147","103.745866763","1.32624306827","2014-07-18","12:45:00","INTL BUSINESS PK","JURONG EAST","1","11548937.06","147649.8887","2014-07-18 12:45:00","NULL","NULL"
"9148","103.742263261","1.33320902467","2014-07-18","12:45:00","JURONG EAST MRT","JURONG EAST","8","11548535.92","148425.5443","2014-07-18 12:45:00","NULL","NULL"
"9149","103.739142873","1.33250994189","2014-07-18","12:45:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-18 12:45:00","NULL","NULL"
"9150","103.742683763","1.33584740373","2014-07-18","12:45:00","JURONG EAST STN/INT","JURONG EAST","2","11548582.73","148719.327","2014-07-18 12:45:00","NULL","NULL"
"9151","103.741492327","1.33328641244","2014-07-18","12:45:00","JURONG EAST TEMP INT","JURONG EAST","75","11548450.1","148434.1614","2014-07-18 12:45:00","NULL","NULL"
"9152","103.73394576","1.33928723111","2014-07-18","12:45:00","OPP BLK 114","JURONG EAST","1","11547610.02","149102.3512","2014-07-18 12:45:00","NULL","NULL"
"9153","103.744203802","1.34046752635","2014-07-18","12:45:00","OPP BLK 288D","JURONG EAST","4","11548751.94","149233.777","2014-07-18 12:45:00","NULL","NULL"
"9154","103.745560887","1.32503455858","2014-07-18","12:45:00","OPP GERMAN CTR","JURONG EAST","6","11548903.01","147515.322","2014-07-18 12:45:00","NULL","NULL"
"9155","103.748007269","1.33512009352","2014-07-18","12:45:00","OPP IMM BLDG","JURONG EAST","10","11549175.34","148638.3412","2014-07-18 12:45:00","NULL","NULL"
"9156","103.739581161","1.33184700096","2014-07-18","12:45:00","OPP JURONG EAST LIB","JURONG EAST","7","11548237.35","148273.8835","2014-07-18 12:45:00","NULL","NULL"
"9157","103.748179027","1.33069312468","2014-07-18","12:45:00","OPP THE SYNERGY","JURONG EAST","2","11549194.46","148145.3999","2014-07-18 12:45:00","NULL","NULL"
"9158","103.734587517","1.34399747198","2014-07-18","12:45:00","PARC OASIS AVE1","JURONG EAST","5","11547681.46","149626.8366","2014-07-18 12:45:00","NULL","NULL"
"9159","103.735428609","1.3419259889","2014-07-18","12:45:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-18 12:45:00","NULL","NULL"
"9160","103.751375592","1.32811788638","2014-07-18","13:00:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-18 13:00:00","NULL","NULL"
"9161","103.745472762","1.32164642524","2014-07-18","13:00:00","AFT PANDAN GDNS","JURONG EAST","1","11548893.2","147138.0561","2014-07-18 13:00:00","NULL","NULL"
"9162","103.739583767","1.32227303096","2014-07-18","13:00:00","BEF HASANAH MQUE","JURONG EAST","3","11548237.64","147207.8281","2014-07-18 13:00:00","NULL","NULL"
"9163","103.745779447","1.32145767025","2014-07-18","13:00:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-18 13:00:00","NULL","NULL"
"9164","103.739697403","1.336447722","2014-07-18","13:00:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","4","11548250.29","148786.1723","2014-07-18 13:00:00","NULL","NULL"
"9165","103.738962402","1.33768575825","2014-07-18","13:00:00","BLK 105","JURONG EAST","2","11548168.47","148924.0274","2014-07-18 13:00:00","NULL","NULL"
"9166","103.738540194","1.33450242777","2014-07-18","13:00:00","BLK 124","JURONG EAST","6","11548121.47","148569.5643","2014-07-18 13:00:00","NULL","NULL"
"9167","103.742577762","1.33638853104","2014-07-18","13:00:00","BLK 203","CLEMENTI","2","11548570.93","148779.5814","2014-07-18 13:00:00","NULL","NULL"
"9168","103.741730381","1.33850750696","2014-07-18","13:00:00","BLK 207","JURONG EAST","22","11548476.6","149015.529","2014-07-18 13:00:00","NULL","NULL"
"9169","103.74106958","1.33826347973","2014-07-18","13:00:00","BLK 209","JURONG EAST","7","11548403.04","148988.3566","2014-07-18 13:00:00","NULL","NULL"
"9170","103.738080077","1.3420197473","2014-07-18","13:00:00","BLK 229","JURONG EAST","5","11548070.25","149406.6168","2014-07-18 13:00:00","NULL","NULL"
"9171","103.741071287","1.34126651616","2014-07-18","13:00:00","BLK 239","JURONG EAST","3","11548403.23","149322.7445","2014-07-18 13:00:00","NULL","NULL"
"9172","103.743615945","1.34160223504","2014-07-18","13:00:00","BLK 241","JURONG EAST","4","11548686.5","149360.1268","2014-07-18 13:00:00","NULL","NULL"
"9173","103.737386937","1.34272521892","2014-07-18","13:00:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-18 13:00:00","NULL","NULL"
"9174","103.743989913","1.34039218102","2014-07-18","13:00:00","BLK 288E","JURONG EAST","3","11548728.13","149225.3873","2014-07-18 13:00:00","NULL","NULL"
"9175","103.741738286","1.32180773232","2014-07-18","13:00:00","BLK 41","JURONG EAST","4","11548477.48","147156.0175","2014-07-18 13:00:00","NULL","NULL"
"9176","103.747727444","1.33451178837","2014-07-18","13:00:00","IMM BLDG","JURONG EAST","6","11549144.19","148570.6066","2014-07-18 13:00:00","NULL","NULL"
"9177","103.742263261","1.33320902467","2014-07-18","13:00:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-18 13:00:00","NULL","NULL"
"9178","103.739142873","1.33250994189","2014-07-18","13:00:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-18 13:00:00","NULL","NULL"
"9179","103.742683763","1.33584740373","2014-07-18","13:00:00","JURONG EAST STN/INT","JURONG EAST","1","11548582.73","148719.327","2014-07-18 13:00:00","NULL","NULL"
"9180","103.741492327","1.33328641244","2014-07-18","13:00:00","JURONG EAST TEMP INT","JURONG EAST","64","11548450.1","148434.1614","2014-07-18 13:00:00","NULL","NULL"
"9181","103.742772337","1.32959816777","2014-07-18","13:00:00","JURONG TOWN HALL","JURONG EAST","1","11548592.59","148023.477","2014-07-18 13:00:00","NULL","NULL"
"9182","103.744203802","1.34046752635","2014-07-18","13:00:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-18 13:00:00","NULL","NULL"
"9183","103.736417654","1.32122939629","2014-07-18","13:00:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-18 13:00:00","NULL","NULL"
"9184","103.745560887","1.32503455858","2014-07-18","13:00:00","OPP GERMAN CTR","JURONG EAST","6","11548903.01","147515.322","2014-07-18 13:00:00","NULL","NULL"
"9185","103.748007269","1.33512009352","2014-07-18","13:00:00","OPP IMM BLDG","JURONG EAST","4","11549175.34","148638.3412","2014-07-18 13:00:00","NULL","NULL"
"9186","103.739581161","1.33184700096","2014-07-18","13:00:00","OPP JURONG EAST LIB","JURONG EAST","5","11548237.35","148273.8835","2014-07-18 13:00:00","NULL","NULL"
"9187","103.748179027","1.33069312468","2014-07-18","13:00:00","OPP THE SYNERGY","JURONG EAST","2","11549194.46","148145.3999","2014-07-18 13:00:00","NULL","NULL"
"9188","103.734587517","1.34399747198","2014-07-18","13:00:00","PARC OASIS AVE1","JURONG EAST","5","11547681.46","149626.8366","2014-07-18 13:00:00","NULL","NULL"
"9189","103.739082507","1.33616925803","2014-07-18","13:00:00","SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548181.84","148755.1654","2014-07-18 13:00:00","NULL","NULL"
"9190","103.743402684","1.32124374486","2014-07-18","13:00:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-18 13:00:00","NULL","NULL"
"9191","103.751375592","1.32811788638","2014-07-18","13:15:00","AFT BOON LAY SUB STN","CLEMENTI","5","11549550.3","147858.6485","2014-07-18 13:15:00","NULL","NULL"
"9192","103.739462494","1.32251911457","2014-07-18","13:15:00","AFT HASANAH MQUE","JURONG EAST","1","11548224.14","147235.2293","2014-07-18 13:15:00","NULL","NULL"
"9193","103.739583767","1.32227303096","2014-07-18","13:15:00","BEF HASANAH MQUE","JURONG EAST","2","11548237.64","147207.8281","2014-07-18 13:15:00","NULL","NULL"
"9194","103.744240992","1.32403148754","2014-07-18","13:15:00","BEF JURONG TOWN HALL RD","JURONG EAST","1","11548756.08","147403.6308","2014-07-18 13:15:00","NULL","NULL"
"9195","103.745779447","1.32145767025","2014-07-18","13:15:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-18 13:15:00","NULL","NULL"
"9196","103.739697403","1.336447722","2014-07-18","13:15:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","4","11548250.29","148786.1723","2014-07-18 13:15:00","NULL","NULL"
"9197","103.736575039","1.33956049939","2014-07-18","13:15:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-18 13:15:00","NULL","NULL"
"9198","103.734273016","1.33955998749","2014-07-18","13:15:00","BLK 114","JURONG EAST","2","11547646.45","149132.7226","2014-07-18 13:15:00","NULL","NULL"
"9199","103.738540194","1.33450242777","2014-07-18","13:15:00","BLK 124","JURONG EAST","9","11548121.47","148569.5643","2014-07-18 13:15:00","NULL","NULL"
"9200","103.73886754","1.33458100275","2014-07-18","13:15:00","BLK 134","JURONG EAST","8","11548157.91","148578.3136","2014-07-18 13:15:00","NULL","NULL"
"9201","103.74613006","1.34498713929","2014-07-18","13:15:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-18 13:15:00","NULL","NULL"
"9202","103.742577762","1.33638853104","2014-07-18","13:15:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-18 13:15:00","NULL","NULL"
"9203","103.741730381","1.33850750696","2014-07-18","13:15:00","BLK 207","JURONG EAST","22","11548476.6","149015.529","2014-07-18 13:15:00","NULL","NULL"
"9204","103.738665778","1.33833605997","2014-07-18","13:15:00","BLK 210","JURONG EAST","2","11548135.45","148996.4384","2014-07-18 13:15:00","NULL","NULL"
